Name,Survived,Gender,Age,Traveling_Alone,Ticket_Fare(lbs)
"Dean, Mrs. Bertram (Eva Georgetta Light)",Yes,Female,33,Not_Alone,20.575
"Delalic, Mr. Redjo",No,Male,25,Alone,7.8958
"Demetri, Mr. Marinko",No,Male,,Alone,7.8958
"Denkoff, Mr. Mitto",No,Male,,Alone,7.8958
"Dennis, Mr. Samuel",No,Male,22,Alone,7.25
"Dennis, Mr. William",No,Male,36,Alone,7.25
"Devaney, Miss. Margaret Delia",Yes,Female,19,Alone,7.8792
"Dika, Mr. Mirko",No,Male,17,Alone,7.8958
"Dimic, Mr. Jovan",No,Male,42,Alone,8.6625
"Dintcheff, Mr. Valtcho",No,Male,43,Alone,7.8958
"Doharr, Mr. Tannous",No,Male,,Alone,7.2292
"Dooley, Mr. Patrick",No,Male,32,Alone,7.75
"Dorking, Mr. Edward Arthur",Yes,Male,19,Alone,8.05
"Dowdell, Miss. Elizabeth",Yes,Female,30,Alone,12.475
"Doyle, Miss. Elizabeth",No,Female,24,Alone,7.75
"Drapkin, Miss. Jennie",Yes,Female,23,Alone,8.05
"Drazenoic, Mr. Jozef",No,Male,33,Alone,7.8958
"Duane, Mr. Frank",No,Male,65,Alone,7.75
"Duquemin, Mr. Joseph",Yes,Male,24,Alone,7.55
"Dyker, Mr. Adolf Fredrik",No,Male,23,Not_Alone,13.9
"Dyker, Mrs. Adolf Fredrik (Anna Elisabeth Judith Andersson)",Yes,Female,22,Not_Alone,13.9
"Edvardsson, Mr. Gustaf Hjalmar",No,Male,18,Alone,7.775
"Eklund, Mr. Hans Linus",No,Male,16,Alone,7.775
"Ekstrom, Mr. Johan",No,Male,45,Alone,6.975
"Elias, Mr. Dibo",No,Male,,Alone,7.225
"Elias, Mr. Joseph",No,Male,39,Not_Alone,7.2292
"Elias, Mr. Joseph Jr",No,Male,17,Not_Alone,7.2292
"Elias, Mr. Tannous",No,Male,15,Not_Alone,7.2292
"Elsbury, Mr. William James",No,Male,47,Alone,7.25
"Emanuel, Miss. Virginia Ethel",Yes,Female,5,Alone,12.475
"Emir, Mr. Farred Chehab",No,Male,,Alone,7.225
"Everett, Mr. Thomas James",No,Male,40.5,Alone,15.1
"Farrell, Mr. James",No,Male,40.5,Alone,7.75
"Finoli, Mr. Luigi",Yes,Male,,Alone,7.05
"Fischer, Mr. Eberhard Thelander",No,Male,18,Alone,7.7958
"Fleming, Miss. Honora",No,Female,,Alone,7.75
"Flynn, Mr. James",No,Male,,Alone,7.75
"Flynn, Mr. John",No,Male,,Alone,6.95
"Foley, Mr. Joseph",No,Male,26,Alone,7.8792
"Foley, Mr. William",No,Male,,Alone,7.75
"Foo, Mr. Choong",Yes,Male,,Alone,56.4958
"Ford, Miss. Doolina Margaret ""Daisy""",No,Female,21,Not_Alone,34.375
"Ford, Miss. Robina Maggie ""Ruby""",No,Female,9,Not_Alone,34.375
"Ford, Mr. Arthur",No,Male,,Alone,8.05
"Ford, Mr. Edward Watson",No,Male,18,Not_Alone,34.375
"Ford, Mr. William Neal",No,Male,16,Not_Alone,34.375
"Ford, Mrs. Edward (Margaret Ann Watson)",No,Female,48,Not_Alone,34.375
"Fox, Mr. Patrick",No,Male,,Alone,7.75
"Franklin, Mr. Charles (Charles Fardon)",No,Male,,Alone,7.25
"Gallagher, Mr. Martin",No,Male,25,Alone,7.7417
"Garfirth, Mr. John",No,Male,,Alone,14.5
"Gheorgheff, Mr. Stanio",No,Male,,Alone,7.8958
"Gilinski, Mr. Eliezer",No,Male,22,Alone,8.05
"Gilnagh, Miss. Katherine ""Katie""",Yes,Female,16,Alone,7.7333
"Glynn, Miss. Mary Agatha",Yes,Female,,Alone,7.75
"Goldsmith, Master. Frank John William ""Frankie""",Yes,Male,9,Not_Alone,20.525
"Goldsmith, Mr. Frank John",No,Male,33,Not_Alone,20.525
"Goldsmith, Mr. Nathan",No,Male,41,Alone,7.85
"Goldsmith, Mrs. Frank John (Emily Alice Brown)",Yes,Female,31,Not_Alone,20.525
"Goncalves, Mr. Manuel Estanslas",No,Male,38,Alone,7.05
"Goodwin, Master. Harold Victor",No,Male,9,Not_Alone,46.9
"Goodwin, Master. Sidney Leonard",No,Male,1,Not_Alone,46.9
"Goodwin, Master. William Frederick",No,Male,11,Not_Alone,46.9
"Goodwin, Miss. Jessie Allis",No,Female,10,Not_Alone,46.9
"Goodwin, Miss. Lillian Amy",No,Female,16,Not_Alone,46.9
"Goodwin, Mr. Charles Edward",No,Male,14,Not_Alone,46.9
"Goodwin, Mr. Charles Frederick",No,Male,40,Not_Alone,46.9
"Goodwin, Mrs. Frederick (Augusta Tyler)",No,Female,43,Not_Alone,46.9
"Green, Mr. George Henry",No,Male,51,Alone,8.05
"Gronnestad, Mr. Daniel Danielsen",No,Male,32,Alone,8.3625
"Guest, Mr. Robert",No,Male,,Alone,8.05
"Gustafsson, Mr. Alfred Ossian",No,Male,20,Alone,9.8458
"Gustafsson, Mr. Anders Vilhelm",No,Male,37,Not_Alone,7.925
"Gustafsson, Mr. Johan Birger",No,Male,28,Not_Alone,7.925
"Gustafsson, Mr. Karl Gideon",No,Male,19,Alone,7.775
"Haas, Miss. Aloisia",No,Female,24,Alone,8.85
"Hagardon, Miss. Kate",No,Female,17,Alone,7.7333
"Hagland, Mr. Ingvald Olai Olsen",No,Male,,Not_Alone,19.9667
"Hagland, Mr. Konrad Mathias Reiersen",No,Male,,Not_Alone,19.9667
"Hakkarainen, Mr. Pekka Pietari",No,Male,28,Not_Alone,15.85
"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",Yes,Female,24,Not_Alone,15.85
"Hampe, Mr. Leon",No,Male,20,Alone,9.5
"Hanna, Mr. Mansour",No,Male,23.5,Alone,7.2292
"Hansen, Mr. Claus Peter",No,Male,41,Not_Alone,14.1083
"Hansen, Mr. Henrik Juul",No,Male,26,Not_Alone,7.8542
"Hansen, Mr. Henry Damsgaard",No,Male,21,Alone,7.8542
"Hansen, Mrs. Claus Peter (Jennie L Howard)",Yes,Female,45,Not_Alone,14.1083
"Harknett, Miss. Alice Phoebe",No,Female,,Alone,7.55
"Harmer, Mr. Abraham (David Lishin)",No,Male,25,Alone,7.25
"Hart, Mr. Henry",No,Male,,Alone,6.8583
"Hassan, Mr. Houssein G N",No,Male,11,Alone,18.7875
"Healy, Miss. Hanora ""Nora""",Yes,Female,,Alone,7.75
"Hedman, Mr. Oskar Arvid",Yes,Male,27,Alone,6.975
"Hee, Mr. Ling",Yes,Male,,Alone,56.4958
"Hegarty, Miss. Hanora ""Nora""",No,Female,18,Alone,6.75
"Heikkinen, Miss. Laina",Yes,Female,26,Alone,7.925
"Heininen, Miss. Wendla Maria",No,Female,23,Alone,7.925
"Hellstrom, Miss. Hilda Maria",Yes,Female,22,Alone,8.9625
"Hendekovic, Mr. Ignjac",No,Male,28,Alone,7.8958
"Henriksson, Miss. Jenny Lovisa",No,Female,28,Alone,7.775
"Henry, Miss. Delia",No,Female,,Alone,7.75
"Hirvonen, Miss. Hildur E",Yes,Female,2,Not_Alone,12.2875
"Hirvonen, Mrs. Alexander (Helga E Lindqvist)",Yes,Female,22,Not_Alone,12.2875
"Holm, Mr. John Fredrik Alexander",No,Male,43,Alone,6.45
"Holthen, Mr. Johan Martin",No,Male,28,Alone,22.525
"Honkanen, Miss. Eliina",Yes,Female,27,Alone,7.925
"Horgan, Mr. John",No,Male,,Alone,7.75
"Howard, Miss. May Elizabeth",Yes,Female,,Alone,8.05
"Humblen, Mr. Adolf Mathias Nicolai Olsen",No,Male,42,Alone,7.65
"Hyman, Mr. Abraham",Yes,Male,,Alone,7.8875
"Ibrahim Shawah, Mr. Yousseff",No,Male,30,Alone,7.2292
"Ilieff, Mr. Ylio",No,Male,,Alone,7.8958
"Ilmakangas, Miss. Ida Livija",No,Female,27,Not_Alone,7.925
"Ilmakangas, Miss. Pieta Sofia",No,Female,25,Not_Alone,7.925
"Ivanoff, Mr. Kanio",No,Male,,Alone,7.8958
"Jalsevac, Mr. Ivan",Yes,Male,29,Alone,7.8958
"Jansson, Mr. Carl Olof",Yes,Male,21,Alone,7.7958
"Jardin, Mr. Jose Neto",No,Male,,Alone,7.05
"Jensen, Mr. Hans Peder",No,Male,20,Alone,7.8542
"Jensen, Mr. Niels Peder",No,Male,48,Alone,7.8542
"Jensen, Mr. Svend Lauritz",No,Male,17,Not_Alone,7.0542
"Jermyn, Miss. Annie",Yes,Female,,Alone,7.75
"Johannesen-Bratthammer, Mr. Bernt",Yes,Male,,Alone,8.1125
"Johanson, Mr. Jakob Alfred",No,Male,34,Alone,6.4958
"Johansson Palmquist, Mr. Oskar Leander",Yes,Male,26,Alone,7.775
"Johansson, Mr. Erik",No,Male,22,Alone,7.7958
"Johansson, Mr. Gustaf Joel",No,Male,33,Alone,8.6542
"Johansson, Mr. Karl Johan",No,Male,31,Alone,7.775
"Johansson, Mr. Nils",No,Male,29,Alone,7.8542
"Johnson, Master. Harold Theodor",Yes,Male,4,Not_Alone,11.1333
"Johnson, Miss. Eleanor Ileen",Yes,Female,1,Not_Alone,11.1333
"Johnson, Mr. Alfred",No,Male,49,Alone,0
"Johnson, Mr. Malkolm Joackim",No,Male,33,Alone,7.775
"Johnson, Mr. William Cahoone Jr",No,Male,19,Alone,0
"Johnson, Mrs. Oscar W (Elisabeth Vilhelmina Berg)",Yes,Female,27,Not_Alone,11.1333
"Johnston, Master. William Arthur ""Willie""",No,Male,,Not_Alone,23.45
"Johnston, Miss. Catherine Helen ""Carrie""",No,Female,,Not_Alone,23.45
"Johnston, Mr. Andrew G",No,Male,,Not_Alone,23.45
"Johnston, Mrs. Andrew G (Elizabeth ""Lily"" Watson)",No,Female,,Not_Alone,23.45
"Jonkoff, Mr. Lalio",No,Male,23,Alone,7.8958
"Jonsson, Mr. Carl",Yes,Male,32,Alone,7.8542
"Jonsson, Mr. Nils Hilding",No,Male,27,Alone,7.8542
"Jussila, Miss. Katriina",No,Female,20,Not_Alone,9.825
"Jussila, Miss. Mari Aina",No,Female,21,Not_Alone,9.825
"Jussila, Mr. Eiriik",Yes,Male,32,Alone,7.925
"Kallio, Mr. Nikolai Erland",No,Male,17,Alone,7.125
"Kalvik, Mr. Johannes Halvorsen",No,Male,21,Alone,8.4333
"Karaic, Mr. Milan",No,Male,30,Alone,7.8958
"Karlsson, Mr. Einar Gervasius",Yes,Male,21,Alone,7.7958
"Karlsson, Mr. Julius Konrad Eugen",No,Male,33,Alone,7.8542
"Karlsson, Mr. Nils August",No,Male,22,Alone,7.5208
"Karun, Miss. Manca",Yes,Female,4,Not_Alone,13.4167
"Karun, Mr. Franz",Yes,Male,39,Not_Alone,13.4167
"Kassem, Mr. Fared",No,Male,,Alone,7.2292
"Katavelas, Mr. Vassilios (""Catavelas Vassilios"")",No,Male,18.5,Alone,7.2292
"Keane, Mr. Andrew ""Andy""",No,Male,,Alone,7.75
"Keefe, Mr. Arthur",No,Male,,Alone,7.25
"Kelly, Miss. Anna Katherine ""Annie Kate""",Yes,Female,,Alone,7.75
"Kelly, Miss. Mary",Yes,Female,,Alone,7.75
"Kelly, Mr. James",No,Male,34.5,Alone,7.8292
"Kelly, Mr. James",No,Male,44,Alone,8.05
"Kennedy, Mr. John",Yes,Male,,Alone,7.75
"Khalil, Mr. Betros",No,Male,,Not_Alone,14.4542
"Khalil, Mrs. Betros (Zahie ""Maria"" Elias)",No,Female,,Not_Alone,14.4542
"Kiernan, Mr. John",No,Male,,Not_Alone,7.75
"Kiernan, Mr. Philip",No,Male,,Not_Alone,7.75
"Kilgannon, Mr. Thomas J",No,Male,,Alone,7.7375
"Kink, Miss. Maria",No,Female,22,Not_Alone,8.6625
"Kink, Mr. Vincenz",No,Male,26,Not_Alone,8.6625
"Kink-Heilmann, Miss. Luise Gretchen",Yes,Female,4,Not_Alone,22.025
"Kink-Heilmann, Mr. Anton",Yes,Male,29,Not_Alone,22.025
"Kink-Heilmann, Mrs. Anton (Luise Heilmann)",Yes,Female,26,Not_Alone,22.025
"Klasen, Miss. Gertrud Emilia",No,Female,1,Not_Alone,12.1833
"Klasen, Mr. Klas Albin",No,Male,18,Not_Alone,7.8542
"Klasen, Mrs. (Hulda Kristina Eugenia Lofqvist)",No,Female,36,Not_Alone,12.1833
"Kraeff, Mr. Theodor",No,Male,,Alone,7.8958
"Krekorian, Mr. Neshan",Yes,Male,25,Alone,7.2292
"Lahoud, Mr. Sarkis",No,Male,,Alone,7.225
"Laitinen, Miss. Kristina Sofia",No,Female,37,Alone,9.5875
"Laleff, Mr. Kristo",No,Male,,Alone,7.8958
"Lam, Mr. Ali",Yes,Male,,Alone,56.4958
"Lam, Mr. Len",No,Male,,Alone,56.4958
"Landergren, Miss. Aurora Adelia",Yes,Female,22,Alone,7.25
"Lane, Mr. Patrick",No,Male,,Alone,7.75
"Lang, Mr. Fang",Yes,Male,26,Alone,56.4958
"Larsson, Mr. August Viktor",No,Male,29,Alone,9.4833
"Larsson, Mr. Bengt Edvin",No,Male,29,Alone,7.775
"Larsson-Rondberg, Mr. Edvard A",No,Male,22,Alone,7.775
"Leeni, Mr. Fahim (""Philip Zenni"")",Yes,Male,22,Alone,7.225
"Lefebre, Master. Henry Forbes",No,Male,,Not_Alone,25.4667
"Lefebre, Miss. Ida",No,Female,,Not_Alone,25.4667
"Lefebre, Miss. Jeannie",No,Female,,Not_Alone,25.4667
"Lefebre, Miss. Mathilde",No,Female,,Not_Alone,25.4667
"Lefebre, Mrs. Frank (Frances)",No,Female,,Not_Alone,25.4667
"Leinonen, Mr. Antti Gustaf",No,Male,32,Alone,7.925
"Lemberopolous, Mr. Peter L",No,Male,34.5,Alone,6.4375
"Lennon, Miss. Mary",No,Female,,Not_Alone,15.5
"Lennon, Mr. Denis",No,Male,,Not_Alone,15.5
"Leonard, Mr. Lionel",No,Male,36,Alone,0
"Lester, Mr. James",No,Male,39,Alone,24.15
"Lievens, Mr. Rene Aime",No,Male,24,Alone,9.5
"Lindahl, Miss. Agda Thorilda Viktoria",No,Female,25,Alone,7.775
"Lindblom, Miss. Augusta Charlotta",No,Female,45,Alone,7.75
"Lindell, Mr. Edvard Bengtsson",No,Male,36,Not_Alone,15.55
"Lindell, Mrs. Edvard Bengtsson (Elin Gerda Persson)",No,Female,30,Not_Alone,15.55
"Lindqvist, Mr. Eino William",Yes,Male,20,Not_Alone,7.925
"Linehan, Mr. Michael",No,Male,,Alone,7.8792
"Ling, Mr. Lee",No,Male,28,Alone,56.4958
"Lithman, Mr. Simon",No,Male,,Alone,7.55
"Lobb, Mr. William Arthur",No,Male,30,Not_Alone,16.1
"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",No,Female,26,Not_Alone,16.1
"Lockyer, Mr. Edward",No,Male,,Alone,7.8792
"Lovell, Mr. John Hall (""Henry"")",No,Male,20.5,Alone,7.25
"Lulic, Mr. Nikola",Yes,Male,27,Alone,8.6625
"Lundahl, Mr. Johan Svensson",No,Male,51,Alone,7.0542
"Lundin, Miss. Olga Elida",Yes,Female,23,Alone,7.8542
"Lundstrom, Mr. Thure Edvin",Yes,Male,32,Alone,7.5792
"Lyntakoff, Mr. Stanko",No,Male,,Alone,7.8958
"MacKay, Mr. George William",No,Male,,Alone,7.55
"Madigan, Miss. Margaret ""Maggie""",Yes,Female,,Alone,7.75
"Madsen, Mr. Fridtjof Arne",Yes,Male,24,Alone,7.1417
"Maenpaa, Mr. Matti Alexanteri",No,Male,22,Alone,7.125
"Mahon, Miss. Bridget Delia",No,Female,,Alone,7.8792
"Mahon, Mr. John",No,Male,,Alone,7.75
"Maisner, Mr. Simon",No,Male,,Alone,8.05
"Makinen, Mr. Kalle Edvard",No,Male,29,Alone,7.925
"Mamee, Mr. Hanna",Yes,Male,,Alone,7.2292
"Mangan, Miss. Mary",No,Female,30.5,Alone,7.75
"Mannion, Miss. Margareth",Yes,Female,,Alone,7.7375
"Mardirosian, Mr. Sarkis",No,Male,,Alone,7.2292
"Markoff, Mr. Marin",No,Male,35,Alone,7.8958
"Markun, Mr. Johann",No,Male,33,Alone,7.8958
"Masselmani, Mrs. Fatima",Yes,Female,,Alone,7.225
"Matinoff, Mr. Nicola",No,Male,,Alone,7.8958
"McCarthy, Miss. Catherine ""Katie""",Yes,Female,,Alone,7.75
"McCormack, Mr. Thomas Joseph",Yes,Male,,Alone,7.75
"McCoy, Miss. Agnes",Yes,Female,,Not_Alone,23.25
"McCoy, Miss. Alicia",Yes,Female,,Not_Alone,23.25
"McCoy, Mr. Bernard",Yes,Male,,Not_Alone,23.25
"McDermott, Miss. Brigdet Delia",Yes,Female,,Alone,7.7875
"McEvoy, Mr. Michael",No,Male,,Alone,15.5
"McGovern, Miss. Mary",Yes,Female,,Alone,7.8792
"McGowan, Miss. Anna ""Annie""",Yes,Female,15,Alone,8.0292
"McGowan, Miss. Katherine",No,Female,35,Alone,7.75
"McMahon, Mr. Martin",No,Male,,Alone,7.75
"McNamee, Mr. Neal",No,Male,24,Not_Alone,16.1
"McNamee, Mrs. Neal (Eileen O'Leary)",No,Female,19,Not_Alone,16.1
"McNeill, Miss. Bridget",No,Female,,Alone,7.75
"Meanwell, Miss. (Marion Ogden)",No,Female,,Alone,8.05
"Meek, Mrs. Thomas (Annie Louise Rowley)",No,Female,,Alone,8.05
"Meo, Mr. Alfonzo",No,Male,55.5,Alone,8.05
"Mernagh, Mr. Robert",No,Male,,Alone,7.75
"Midtsjo, Mr. Karl Albert",Yes,Male,21,Alone,7.775
"Miles, Mr. Frank",No,Male,,Alone,8.05
"Mineff, Mr. Ivan",No,Male,24,Alone,7.8958
"Minkoff, Mr. Lazar",No,Male,21,Alone,7.8958
"Mionoff, Mr. Stoytcho",No,Male,28,Alone,7.8958
"Mitkoff, Mr. Mito",No,Male,,Alone,7.8958
"Mockler, Miss. Helen Mary ""Ellie""",Yes,Female,,Alone,7.8792
"Moen, Mr. Sigurd Hansen",No,Male,25,Alone,7.65
"Moor, Master. Meier",Yes,Male,6,Not_Alone,12.475
"Moor, Mrs. (Beila)",Yes,Female,27,Not_Alone,12.475
"Moore, Mr. Leonard Charles",No,Male,,Alone,8.05
"Moran, Miss. Bertha",Yes,Female,,Not_Alone,24.15
"Moran, Mr. Daniel J",No,Male,,Not_Alone,24.15
"Moran, Mr. James",No,Male,,Alone,8.4583
"Morley, Mr. William",No,Male,34,Alone,8.05
"Morrow, Mr. Thomas Rowan",No,Male,,Alone,7.75
"Moss, Mr. Albert Johan",Yes,Male,,Alone,7.775
"Moubarek, Master. Gerios",Yes,Male,,Not_Alone,15.2458
"Moubarek, Master. Halim Gonios (""William George"")",Yes,Male,,Not_Alone,15.2458
"Moubarek, Mrs. George (Omine ""Amenia"" Alexander)",Yes,Female,,Not_Alone,15.2458
"Moussa, Mrs. (Mantoura Boulos)",Yes,Female,,Alone,7.2292
"Moutal, Mr. Rahamin Haim",No,Male,,Alone,8.05
"Mullens, Miss. Katherine ""Katie""",Yes,Female,,Alone,7.7333
"Mulvihill, Miss. Bertha E",Yes,Female,24,Alone,7.75
"Murdlin, Mr. Joseph",No,Male,,Alone,8.05
"Murphy, Miss. Katherine ""Kate""",Yes,Female,,Not_Alone,15.5
"Murphy, Miss. Margaret Jane",Yes,Female,,Not_Alone,15.5
"Murphy, Miss. Nora",Yes,Female,,Alone,15.5
"Myhrman, Mr. Pehr Fabian Oliver Malkolm",No,Male,18,Alone,7.75
"Naidenoff, Mr. Penko",No,Male,22,Alone,7.8958
"Najib, Miss. Adele Kiamie ""Jane""",Yes,Female,15,Alone,7.225
"Nakid, Miss. Maria (""Mary"")",Yes,Female,1,Not_Alone,15.7417
"Nakid, Mr. Sahid",Yes,Male,20,Not_Alone,15.7417
"Nakid, Mrs. Said (Waika ""Mary"" Mowad)",Yes,Female,19,Not_Alone,15.7417
"Nancarrow, Mr. William Henry",No,Male,33,Alone,8.05
"Nankoff, Mr. Minko",No,Male,,Alone,7.8958
"Nasr, Mr. Mustafa",No,Male,,Alone,7.2292
"Naughton, Miss. Hannah",No,Female,,Alone,7.75
"Nenkoff, Mr. Christo",No,Male,,Alone,7.8958
"Nicola-Yarred, Master. Elias",Yes,Male,12,Not_Alone,11.2417
"Nicola-Yarred, Miss. Jamila",Yes,Female,14,Not_Alone,11.2417
"Nieminen, Miss. Manta Josefina",No,Female,29,Alone,7.925
"Niklasson, Mr. Samuel",No,Male,28,Alone,8.05
"Nilsson, Miss. Berta Olivia",Yes,Female,18,Alone,7.775
"Nilsson, Miss. Helmina Josefina",Yes,Female,26,Alone,7.8542
"Nilsson, Mr. August Ferdinand",No,Male,21,Alone,7.8542
"Nirva, Mr. Iisakki Antino Aijo",No,Male,41,Alone,7.125
"Niskanen, Mr. Juha",Yes,Male,39,Alone,7.925
"Nosworthy, Mr. Richard Cater",No,Male,21,Alone,7.8
"Novel, Mr. Mansouer",No,Male,28.5,Alone,7.2292
"Nysten, Miss. Anna Sofia",Yes,Female,22,Alone,7.75
"Nysveen, Mr. Johan Hansen",No,Male,61,Alone,6.2375
"O'Brien, Mr. Thomas",No,Male,,Not_Alone,15.5
"O'Brien, Mr. Timothy",No,Male,,Alone,7.8292
"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",Yes,Female,,Not_Alone,15.5
"O'Connell, Mr. Patrick D",No,Male,,Alone,7.7333
"O'Connor, Mr. Maurice",No,Male,,Alone,7.75
"O'Connor, Mr. Patrick",No,Male,,Alone,7.75
"Odahl, Mr. Nils Martin",No,Male,23,Alone,9.225
"O'Donoghue, Ms. Bridget",No,Female,,Alone,7.75
"O'Driscoll, Miss. Bridget",Yes,Female,,Alone,7.75
"O'Dwyer, Miss. Ellen ""Nellie""",Yes,Female,,Alone,7.8792
"Ohman, Miss. Velin",Yes,Female,22,Alone,7.775
"O'Keefe, Mr. Patrick",Yes,Male,,Alone,7.75
"O'Leary, Miss. Hanora ""Norah""",Yes,Female,,Alone,7.8292
"Olsen, Master. Artur Karl",Yes,Male,9,Not_Alone,3.1708
"Olsen, Mr. Henry Margido",No,Male,28,Alone,22.525
"Olsen, Mr. Karl Siegwart Andreas",No,Male,42,Not_Alone,8.4042
"Olsen, Mr. Ole Martin",No,Male,,Alone,7.3125
"Olsson, Miss. Elina",No,Female,31,Alone,7.8542
"Olsson, Mr. Nils Johan Goransson",No,Male,28,Alone,7.8542
"Olsson, Mr. Oscar Wilhelm",Yes,Male,32,Alone,7.775
"Olsvigen, Mr. Thor Anderson",No,Male,20,Alone,9.225
"Oreskovic, Miss. Jelka",No,Female,23,Alone,8.6625
"Oreskovic, Miss. Marija",No,Female,20,Alone,8.6625
"Oreskovic, Mr. Luka",No,Male,20,Alone,8.6625
"Osen, Mr. Olaf Elon",No,Male,16,Alone,9.2167
"Osman, Mrs. Mara",Yes,Female,31,Alone,8.6833
"O'Sullivan, Miss. Bridget Mary",No,Female,,Alone,7.6292
"Palsson, Master. Gosta Leonard",No,Male,2,Not_Alone,21.075
"Palsson, Master. Paul Folke",No,Male,6,Not_Alone,21.075
"Palsson, Miss. Stina Viola",No,Female,3,Not_Alone,21.075
"Palsson, Miss. Torborg Danira",No,Female,8,Not_Alone,21.075
"Palsson, Mrs. Nils (Alma Cornelia Berglund)",No,Female,29,Not_Alone,21.075
"Panula, Master. Eino Viljami",No,Male,1,Not_Alone,39.6875
"Panula, Master. Juha Niilo",No,Male,7,Not_Alone,39.6875
"Panula, Master. Urho Abraham",No,Male,2,Not_Alone,39.6875
"Panula, Mr. Ernesti Arvid",No,Male,16,Not_Alone,39.6875
"Panula, Mr. Jaako Arnold",No,Male,14,Not_Alone,39.6875
"Panula, Mrs. Juha (Maria Emilia Ojala)",No,Female,41,Not_Alone,39.6875
"Pasic, Mr. Jakob",No,Male,21,Alone,8.6625
"Patchett, Mr. George",No,Male,19,Alone,14.5
"Paulner, Mr. Uscher",No,Male,,Alone,8.7125
"Pavlovic, Mr. Stefo",No,Male,32,Alone,7.8958
"Peacock, Master. Alfred Edward",No,Male,0,Not_Alone,13.775
"Peacock, Miss. Treasteall",No,Female,3,Not_Alone,13.775
"Peacock, Mrs. Benjamin (Edith Nile)",No,Female,26,Not_Alone,13.775
"Pearce, Mr. Ernest",No,Male,,Alone,7
"Pedersen, Mr. Olaf",No,Male,,Alone,7.775
"Peduzzi, Mr. Joseph",No,Male,,Alone,8.05
"Pekoniemi, Mr. Edvard",No,Male,21,Alone,7.925
"Peltomaki, Mr. Nikolai Johannes",No,Male,25,Alone,7.925
"Perkin, Mr. John Henry",No,Male,22,Alone,7.25
"Persson, Mr. Ernst Ulrik",Yes,Male,25,Not_Alone,7.775
"Peter, Master. Michael J",Yes,Male,,Not_Alone,22.3583
"Peter, Miss. Anna",Yes,Female,,Not_Alone,22.3583
"Peter, Mrs. Catherine (Catherine Rizk)",Yes,Female,,Not_Alone,22.3583
"Peters, Miss. Katie",No,Female,,Alone,8.1375
"Petersen, Mr. Marius",No,Male,24,Alone,8.05
"Petranec, Miss. Matilda",No,Female,28,Alone,7.8958
"Petroff, Mr. Nedelio",No,Male,19,Alone,7.8958
"Petroff, Mr. Pastcho (""Pentcho"")",No,Male,,Alone,7.8958
"Petterson, Mr. Johan Emil",No,Male,25,Not_Alone,7.775
"Pettersson, Miss. Ellen Natalia",No,Female,18,Alone,7.775
"Pickard, Mr. Berk (Berk Trembisky)",Yes,Male,32,Alone,8.05
"Plotcharsky, Mr. Vasil",No,Male,,Alone,7.8958
"Pokrnic, Mr. Mate",No,Male,17,Alone,8.6625
"Pokrnic, Mr. Tome",No,Male,24,Alone,8.6625
"Radeff, Mr. Alexander",No,Male,,Alone,7.8958
"Rasmussen, Mrs. (Lena Jacobsen Solvang)",No,Female,,Alone,8.1125
"Razi, Mr. Raihed",No,Male,,Alone,7.2292
"Reed, Mr. James George",No,Male,,Alone,7.25
"Rekic, Mr. Tido",No,Male,38,Alone,7.8958
"Reynolds, Mr. Harold J",No,Male,21,Alone,8.05
"Rice, Master. Albert",No,Male,10,Not_Alone,29.125
"Rice, Master. Arthur",No,Male,4,Not_Alone,29.125
"Rice, Master. Eric",No,Male,7,Not_Alone,29.125
"Rice, Master. Eugene",No,Male,2,Not_Alone,29.125
"Rice, Master. George Hugh",No,Male,8,Not_Alone,29.125
"Rice, Mrs. William (Margaret Norton)",No,Female,39,Not_Alone,29.125
"Riihivouri, Miss. Susanna Juhantytar ""Sanni""",No,Female,22,Alone,39.6875
"Rintamaki, Mr. Matti",No,Male,35,Alone,7.125
"Riordan, Miss. Johanna ""Hannah""",Yes,Female,,Alone,7.7208
"Risien, Mr. Samuel Beard",No,Male,,Alone,14.5
"Risien, Mrs. Samuel (Emma)",No,Female,,Alone,14.5
"Robins, Mr. Alexander A",No,Male,50,Not_Alone,14.5
"Robins, Mrs. Alexander A (Grace Charity Laury)",No,Female,47,Not_Alone,14.5
"Rogers, Mr. William John",No,Male,,Alone,8.05
"Rommetvedt, Mr. Knud Paust",No,Male,,Alone,7.775
"Rosblom, Miss. Salli Helena",No,Female,2,Not_Alone,20.2125
"Rosblom, Mr. Viktor Richard",No,Male,18,Not_Alone,20.2125
"Rosblom, Mrs. Viktor (Helena Wilhelmina)",No,Female,41,Not_Alone,20.2125
"Roth, Miss. Sarah A",Yes,Female,,Alone,8.05
"Rouse, Mr. Richard Henry",No,Male,50,Alone,8.05
"Rush, Mr. Alfred George John",No,Male,16,Alone,8.05
"Ryan, Mr. Edward",Yes,Male,,Alone,7.75
"Ryan, Mr. Patrick",No,Male,,Alone,24.15
"Saad, Mr. Amin",No,Male,,Alone,7.2292
"Saad, Mr. Khalil",No,Male,25,Alone,7.225
"Saade, Mr. Jean Nassr",No,Male,,Alone,7.225
"Sadlier, Mr. Matthew",No,Male,,Alone,7.7292
